date,phase
2024-06-18,89.88383483886719
2024-06-19,95.12905883789062
2024-06-20,98.54166412353516
2024-06-21,99.81378173828125
2024-06-22,98.72333526611328
2024-06-23,95.1821517944336
2024-06-24,89.27033996582031
2024-06-25,81.245849609375
2024-06-26,71.52642822265625
2024-06-27,60.65056228637695
2024-06-28,49.22859573364258
2024-06-29,37.89421844482422
2024-06-30,27.260766983032227
2024-07-01,17.882579803466797
2024-07-02,10.220378875732422
2024-07-03,4.611992835998535
2024-07-04,1.2528938055038452
2024-07-05,0.19186100363731384
2024-07-06,1.3443028926849365
2024-07-07,4.520640850067139
2024-07-08,9.462606430053711
2024-07-09,15.878707885742188
2024-07-10,23.471792221069336
2024-07-11,31.955007553100586
2024-07-12,41.05573272705078
2024-07-13,50.50922775268555
2024-07-14,60.044898986816406
2024-07-15,69.36872100830078
2024-07-16,78.14629364013672
2024-07-17,85.992431640625
2024-07-18,92.47484588623047
2024-07-19,97.1396484375
2024-07-20,99.56273651123047
2024-07-21,99.42171478271484
2024-07-22,96.570556640625
2024-07-23,91.09066772460938
2024-07-24,83.2967529296875
2024-07-25,73.69409942626953
2024-07-26,62.90443420410156
2024-07-27,51.58671569824219
2024-07-28,40.373504638671875
2024-07-29,29.830339431762695
2024-07-30,20.434532165527344
2024-07-31,12.565608978271484
2024-08-01,6.501169681549072
2024-08-02,2.41572904586792
2024-08-03,0.38320499658584595
2024-08-04,0.3847821354866028
2024-08-05,2.322874069213867
2024-08-06,6.039851665496826
2024-08-07,11.338347434997559
2024-08-08,17.99925994873047
2024-08-09,25.79412269592285
2024-08-10,34.48967742919922
2024-08-11,43.843833923339844
2024-08-12,53.59362030029297
2024-08-13,63.43700408935547
2024-08-14,73.01260375976562
2024-08-15,81.88426971435547
2024-08-16,89.54131317138672
2024-08-17,95.4271011352539
2024-08-18,99.00484466552734
2024-08-19,99.85511779785156
2024-08-20,97.778076171875
2024-08-21,92.85897827148438
2024-08-22,85.46446228027344
2024-08-23,76.17012786865234
2024-08-24,65.65263366699219
2024-08-25,54.58880615234375
2024-08-26,43.588436126708984
2024-08-27,33.164527893066406
2024-08-28,23.730125427246094
2024-08-29,15.607544898986816
2024-08-30,9.03956413269043
2024-08-31,4.197723388671875
2024-09-01,1.1871799230575562
2024-09-02,0.049990590661764145
2024-09-03,0.7692253589630127
2024-09-04,3.275460958480835
2024-09-05,7.455652713775635
2024-09-06,13.162891387939453
2024-09-07,20.22457504272461
2024-09-08,28.446273803710938
2024-09-09,37.6090202331543
2024-09-10,47.45880126953125
2024-09-11,57.6885986328125
2024-09-12,67.91626739501953
2024-09-13,77.66576385498047
2024-09-14,86.36491394042969
2024-09-15,93.3766860961914
2024-09-16,98.07640075683594
2024-09-17,99.96881103515625
2024-09-18,98.80970001220703
2024-09-19,94.67830657958984
2024-09-20,87.96224975585938
2024-09-21,79.26245880126953
2024-09-22,69.26508331298828
2024-09-23,58.63246154785156
2024-09-24,47.939517974853516
2024-09-25,37.65431594848633
2024-09-26,28.146493911743164
2024-09-27,19.706729888916016
2024-09-28,12.565642356872559
2024-09-29,6.906735420227051
2024-09-30,2.872321128845215
2024-10-01,0.5639645457267761
2024-10-02,0.04010571166872978
2024-10-03,1.3135720491409302
2024-10-04,4.350884437561035
2024-10-05,9.073863983154297
2024-10-06,15.36247444152832
2024-10-07,23.05662727355957
2024-10-08,31.954124450683594
2024-10-09,41.80234909057617
2024-10-10,52.28285598754883
2024-10-11,62.991336822509766
2024-10-12,73.42046356201172
2024-10-13,82.9596176147461
2024-10-14,90.92935943603516
2024-10-15,96.66355895996094
2024-10-16,99.63097381591797
2024-10-17,99.55809020996094
2024-10-18,96.49774169921875
2024-10-19,90.80790710449219
2024-10-20,83.05269622802734
2024-10-21,73.87532043457031
2024-10-22,63.89332580566406
2024-10-23,53.64006805419922
2024-10-24,43.5491828918457
2024-10-25,33.96601486206055
2024-10-26,25.16977882385254
2024-10-27,17.395322799682617
2024-10-28,10.848755836486816
2024-10-29,5.714944362640381
2024-10-30,2.157233953475952
2024-10-31,0.3111105263233185
2024-11-01,0.2744814157485962
2024-11-02,2.097486734390259
2024-11-03,5.774260997772217
2024-11-04,11.237807273864746
2024-11-05,18.357393264770508
2024-11-06,26.93628692626953
2024-11-07,36.70710754394531
2024-11-08,47.323089599609375
2024-11-09,58.34669494628906
2024-11-10,69.241943359375
2024-11-11,79.382568359375
2024-11-12,88.09064483642578
2024-11-13,94.71435546875
2024-11-14,98.73505401611328
2024-11-15,99.87025451660156
2024-11-16,98.1285171508789
2024-11-17,93.79000854492188
2024-11-18,87.32393646240234
