date,phase
2019-11-20,37.62289810180664
2019-11-21,26.82588005065918
2019-11-22,17.19192123413086
2019-11-23,9.321554183959961
2019-11-24,3.7015480995178223
2019-11-25,0.6375780701637268
2019-11-26,0.21525466442108154
2019-11-27,2.3052282333374023
2019-11-28,6.609933376312256
2019-11-29,12.73287582397461
2019-11-30,20.246448516845703
2019-12-01,28.74123191833496
2019-12-02,37.851097106933594
2019-12-03,47.25722885131836
2019-12-04,56.677955627441406
2019-12-05,65.85138702392578
2019-12-06,74.51661682128906
2019-12-07,82.39801788330078
2019-12-08,89.19673156738281
2019-12-09,94.59321594238281
2019-12-10,98.2637710571289
2019-12-11,99.91175842285156
2019-12-12,99.30976867675781
2019-12-13,96.34398651123047
2019-12-14,91.04875946044922
2019-12-15,83.62114715576172
2019-12-16,74.41167449951172
2019-12-17,63.89571762084961
2019-12-18,52.63461685180664
2019-12-19,41.23518371582031
2019-12-20,30.311161041259766
2019-12-21,20.44584083557129
2019-12-22,12.153584480285645
2019-12-23,5.841225624084473
2019-12-24,1.775268316268921
2019-12-25,0.06381598860025406
2019-12-26,0.6601575613021851
2019-12-27,3.388267993927002
2019-12-28,7.982958793640137
2019-12-29,14.133322715759277
2019-12-30,21.51909637451172
2019-12-31,29.833881378173828
2020-01-01,38.79389572143555
2020-01-02,48.13422775268555
2020-01-03,57.59600830078125
2020-01-04,66.90846252441406
2020-01-05,75.77003479003906
2020-01-06,83.83383178710938
2020-01-07,90.7040786743164
2020-01-08,95.95108032226562
2020-01-09,99.15034484863281
2020-01-10,99.9449691772461
2020-01-11,98.1187515258789
2020-01-12,93.65727996826172
2020-01-13,86.77301025390625
2020-01-14,77.88327026367188
2020-01-15,67.55033874511719
2020-01-16,56.406654357910156
2020-01-17,45.087867736816406
2020-01-18,34.185569763183594
2020-01-19,24.219356536865234
2020-01-20,15.621485710144043
2020-01-21,8.727330207824707
2020-01-22,3.768503189086914
2020-01-23,0.8694542646408081
2020-01-24,0.050340089946985245
2020-01-25,1.238166332244873
2020-01-26,4.28566312789917
2020-01-27,8.994580268859863
2020-01-28,15.138582229614258
2020-01-29,22.481191635131836
