Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-11-20 00:00:00-05:00,64.35910806103631,64.48998289380759,63.11331930021334,63.78953552246094,106234400,0.0,0.0
2019-11-21 00:00:00-05:00,63.91071714023396,63.9882775232276,63.30236444326082,63.503536224365234,121395200,0.0,0.0
2019-11-22 00:00:00-05:00,63.6441040461107,63.78710183292363,63.21995543560012,63.447784423828125,65325200,0.0,0.0
2019-11-25 00:00:00-05:00,63.67319470404511,64.57723993835555,63.62714368642337,64.56027221679688,84020400,0.0,0.0
2019-11-26 00:00:00-05:00,64.69840237550623,64.7517241982753,63.62227642257647,64.05612182617188,105207600,0.0,0.0
2019-11-27 00:00:00-05:00,64.36879724823537,64.95049275509001,64.30335983216875,64.91655731201172,65235600,0.0,0.0
2019-11-29 00:00:00-05:00,64.61602011895883,64.95533756723573,64.44635769653755,64.7735595703125,46617600,0.0,0.0
2019-12-02 00:00:00-05:00,64.77837365070593,65.01589945032316,63.852523779454806,64.02460479736328,94487200,0.0,0.0
2019-12-03 00:00:00-05:00,62.60675819550197,62.90245066634972,62.11717217509314,62.88306427001953,114430400,0.0,0.0
2019-12-04 00:00:00-05:00,63.275695670586806,63.818603459298735,63.18116758421434,63.438079833984375,67181600,0.0,0.0
2019-12-05 00:00:00-05:00,63.93493640791113,64.44391609757074,63.67802418869912,64.3687744140625,74424400,0.0,0.0
2019-12-06 00:00:00-05:00,64.82929214912951,65.68243401676882,64.78565981879994,65.61214447021484,106075600,0.0,0.0
2019-12-09 00:00:00-05:00,65.4400635801901,65.63395710624658,64.20639808398826,64.69356536865234,128042400,0.0,0.0
2019-12-10 00:00:00-05:00,65.10076145768438,65.45704662759097,64.43666081245483,65.0716781616211,90420400,0.0,0.0
2019-12-11 00:00:00-05:00,65.1516569294543,65.70668781535633,65.07652261611067,65.62670135498047,78756800,0.0,0.0
2019-12-12 00:00:00-05:00,64.90200037225051,66.06053156938063,64.79051196488324,65.7939224243164,137310400,0.0,0.0
2019-12-13 00:00:00-05:00,65.79393749772268,66.72463994743697,65.66548134338474,66.68828582763672,133587600,0.0,0.0
2019-12-16 00:00:00-05:00,67.13665760422714,68.0552442684781,67.13181285488875,67.829833984375,128186000,0.0,0.0
2019-12-17 00:00:00-05:00,67.75955958046966,68.29277053463888,67.57292945943043,67.96315002441406,114158400,0.0,0.0
2019-12-18 00:00:00-05:00,67.81530763907062,68.32428750385608,67.65049736561721,67.80076599121094,116028400,0.0,0.0
2019-12-19 00:00:00-05:00,67.74257652962528,68.14975732536168,67.60927567039256,67.86860656738281,98369200,0.0,0.0
2019-12-20 00:00:00-05:00,68.40428177972647,68.50607332637524,67.51477810232242,67.72806549072266,275978000,0.0,0.0
2019-12-23 00:00:00-05:00,67.99221812010968,68.89383696838163,67.95343793994537,68.83324432373047,98572000,0.0,0.0
2019-12-24 00:00:00-05:00,69.00051110068192,69.04898819644636,68.5715176497753,68.89871215820312,48478800,0.0,0.0
2019-12-26 00:00:00-05:00,69.03202013856594,70.28265375824817,69.00293683987482,70.26568603515625,93121200,0.0,0.0
2019-12-27 00:00:00-05:00,70.558944715347,71.24970256939069,69.83183274194636,70.239013671875,146266000,0.0,0.0
2019-12-30 00:00:00-05:00,70.15660845568407,70.9394683422482,69.12895923468582,70.65589141845703,144114400,0.0,0.0
2019-12-31 00:00:00-05:00,70.27051535514738,71.17940522249022,70.17114250873013,71.17213439941406,100805600,0.0,0.0
2020-01-02 00:00:00-05:00,71.79987336808419,72.85661316556887,71.54538716413333,72.7960205078125,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.02043912432407,72.85176870122804,71.8628996768582,72.08830261230469,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.20607711333845,72.7014999191191,70.95400956000329,72.6627197265625,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.67240923493256,72.9293215125039,72.10041809515171,72.32097625732422,108872000,0.0,0.0
